satno,cosparId,name,objectClass,mass_kg,xSectAvg_m2,radius_m,shape,found
11,1959-001A,Vanguard 2,Payload,9.71,0.2043,0.255011,Sphere,1
16,1958-002A,Grand Central (ALB) (Vanguard),Rocket Body,22.79,1.0170906215996955,0.56899,Cyl,1
20,1959-007A,Vanguard 3,Payload,67.39,1.1035236894815847,0.592674,Sphere + Cyl,1
12,1959-001B,Grand Central (ALB) (Vanguard),Rocket Body,22.79,1.0170906215996955,0.56899,Cyl,1
5,1958-002B,Vanguard 1,Payload,1.46,0.020106192982974676,0.08,Sphere,1
900,1964-063C,Calsphere 1,Payload,0.99,0.10178760197630929,0.18,Sphere,1
902,1964-063E,Calsphere 2,Payload,9.71,0.1018,0.180011,Sphere,1
669,1963-038A,Able-Star (Thor-Ablestar),Rocket Body,445.99,6.047565858160351,1.387444,Cyl,1
733,1964-002A,Agena B (Thor-Agena D),Rocket Body,600.0,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
340,1962-029A,Telstar 1,Payload,76.31,0.5809,0.430007,Sphere,1
813,1964-031B,DSAP-1 F9 (P-35 9,Payload,50.0,0.37699111843077515,0.34641,Cyl,1
731,1964-001E,Greb 5,Payload,29.0,0.1963,0.249968,Sphere,1
979,1965-004B,Altair 1 (Delta C),Rocket Body,60.0,0.6872233929727672,0.467707,Cyl,1
369,1962-039A,P-35B,Payload,91.0,0.35174056747754723,0.334608,Cyl,1
735,1964-002C,OPS 3367B,Payload,128.84,0.37699111843077515,0.34641,Cyl,1
515,1962-068B,Altair 1 (Delta B),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
46,1960-007B,Greb,Payload,18.83,0.2043,0.255011,Sphere,1
729,1964-001C,Secor 1 (EGRS 1),Payload,17.84,0.10360000000000003,0.181595,Box,1
737,1964-003A,Relay 2,Payload,77.3,0.6523667354081464,0.455692,Oct Cyl,1
965,1964-083D,"Transit 5B-5 (NNS 30020, OPS 6582)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
704,1963-049B,Transit 5B-2,Payload,74.33,0.3337942194439155,0.32596,Oct Cyl + Cyl + 1 Rod,1
716,1963-054A,Tiros VIII,Payload,117.94,0.9202117581446203,0.541214,Cyl,1
45,1960-007A,Transit 2A,Payload,100.1,0.6504,0.455004,Sphere,1
738,1964-003B,Altair 1 (Delta B),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
202,1961-031A,Transit 4B,Payload,85.23,1.142872137467797,0.603148,Cyl,1
397,1962-047A,Tiros VI,Payload,125.87,0.9202117581446203,0.541214,Cyl,1
204,1961-031C,Able-Star (Thor-Ablestar),Rocket Body,445.99,6.047565858160351,1.387444,Cyl,1
506,1962-070A,Explorer 16,Payload,99.9,1.0707725860679111,0.583813,Cyl,1
1001,1965-008A,Transtage 3 (Titan IIIA),Rocket Body,336.0,8.64330678818892,1.658689,Cyl + 2 Nozzle,1
162,1961-017A,Tiros III,Payload,127.85,0.8529816753577987,0.521069,Cyl,1
589,1963-014D,DASH 1,Payload,1.0,4.523893421169302,1.2,Sphere,1
118,1961-015C,Able-Star (Thor-Ablestar),Rocket Body,445.99,6.047565858160351,1.387444,Cyl,1
622,1963-030A,Midas 7 + Atlas LV-3A Agena B stage 2 (Agena B),Payload,1540.0,11.47466716723672,1.911151,Cyl + Cone,1
58,1960-013A,Courier 1B,Payload,227.95,1.3273,0.649994,Sphere,1
226,1962-002A,Tiros IV,Payload,127.85,0.8529816753577987,0.521069,Cyl,1
309,1962-025A,Tiros V,Payload,127.85,0.9202117581446203,0.541214,Cyl,1
932,1964-076B,Explorer 25,Payload,39.64,0.4113716694115407,0.361861,Poly,1
893,1964-063A,Able-Star (Thor-Ablestar),Rocket Body,445.99,6.047565858160351,1.387444,Cyl,1
575,1963-013B,Altair 1 (Delta B),Rocket Body,23.79,0.6950773746067417,0.470372,Cyl,1
424,1962-049A,Alouette 1,Payload,143.41,0.7842123182966569,0.499622,Ell,1
1314,1965-027A,Snapshot + Atlas SLV-3 Agena D stage 2 fragmentation debris,Payload Fragmentation Debris,,,,,1
205,1961-031B,TRAAC,Payload,108.03,1.322649777069473,0.648855,Cyl + Ell,1
1245,1965-016J,Agena B (Thor-Agena D),Rocket Body,600.0,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
705,1963-049C,Transit 5E-3,Payload,52.53,0.891860044024512,0.532811,Oct Cyl + 4 Pan,1
809,1964-026D,Altair 2 (Scout X-4),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
1002,1965-008C,LES 1,Payload,158.0,0.4113716694115407,0.361861,Poly,1
29,1960-002B,Tiros I,Payload,118.93,0.8529816753577987,0.521069,Cyl,1
22,1959-009A,Explorer 7,Payload,41.13,0.4536459791783662,0.38,Cone + Cone,1
721,1963-053B,Altair 2 (Scout X-4),Rocket Body,68.0,0.6872233929727672,0.467707,Cyl,1
670,1963-038B,Transit 5B-1,Payload,69.38,0.33396820298404184,0.326045,Oct Cyl + 1 Rod,1
1272,1965-016H,Dodecapole 1,Payload,4.0,0.0314,0.099975,Sphere + 12 Rod,1
635,1963-030B,ERS 9,Payload,0.79,0.0323606797749979,0.101492,Trap Box,1
271,1962-010A,Midas 5,Payload,1982.16,11.47466716723672,1.911151,Cyl,1
1208,1965-016E,Secor 3 (EGRS 3),Payload,17.84,0.105,0.182818,Box,1
829,1964-038A,Elektron 3,Payload,346.88,2.7175785713302236,0.930071,Cyl + 6 Pan,1
746,1964-006A,Elektron 1,Payload,326.07,2.7175785713302236,0.930071,Cyl + 6 Pan,1
741,1964-004B,Agena B (Thor-Agena B),Rocket Body,705.0,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
897,1964-063B,"Transit 5B-4 (NNS 30010, OPS 5798)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
907,1964-064B,Altair 2 (Scout X-4),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
1359,1965-034A,Transtage 6 (Titan IIIA),Rocket Body,2973.24,18.357896671251957,2.417333,Cyl + 2 Nozzle,1
953,1964-083A,Able-Star (Thor-Ablestar),Rocket Body,600.0,6.047565858160351,1.387444,Cyl,1
871,1964-051B,Altair 2 (Scout X-4),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
47,1960-007C,Able-Star (Thor-Ablestar),Rocket Body,445.99,6.047565858160351,1.387444,Cyl,1
876,1964-053A,Cosmos-44,Payload,1250.0,5.717698629533423,1.349074,Cyl + 2 Pan,1
163,1961-018A,Midas 3,Payload,2185.73,11.47466716723672,1.911151,Cyl,1
107,1961-013A,Explorer 11,Payload,36.67,0.29452431127404316,0.306186,Cyl,1
734,1964-002B,OPS 3367A,Payload,128.84,0.37699111843077515,0.34641,Cyl,1
933,1964-076C,Altair 2 (Scout X-4),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
117,1961-015B,Injun 1 - Solrad 3,Payload,40.63,0.4626387881492669,0.383748,Sphere + Cyl,1
877,1964-053B,Vostok 8A92M-2 (Vostok SL-3 (A-1)),Rocket Body,1427.16,10.414379646650165,1.820714,Cyl,1
1292,1965-016C,GGSE 3,Payload,59.0,2.5155,0.894823,Sphere + 3 Ant,1
341,1962-029B,ALTAIR 1 (Delta),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
728,1964-001B,GGSE 1,Payload,38.65,0.623,0.445317,Sphere + 1 Ant,1
59,1960-013B,Able-Star (Thor-Ablestar),Rocket Body,445.99,6.047565858160351,1.387444,Cyl,1
608,1963-014C,TRS 6,Payload,1.0,0.0323606797749979,0.101492,Trap Box,1
503,1962-068A,Relay 1,Payload,77.3,0.6523667354081464,0.455692,Oct Cyl,1
446,1962-060A,ANNA 1B,Payload,159.56,0.9769,0.557635,Sphere,1
1315,1965-027B,Secor 4 (EGRS 4),Payload,17.84,0.105,0.182818,Box,1
870,1964-051A,Explorer 20,Payload,43.61,0.2922,0.304976,Double Cone + 6 Rod,1
1360,1965-034B,LES 2,Payload,36.67,0.4113716694115407,0.361861,Poly,1
1328,1965-032A,Explorer 27,Payload,55.0,2.996115620423845,0.976572,Oct Cyl + 4 Pan + 4 Rod,1
82,1961-004B,Altair 1A (Scout X-1),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
1293,1965-016F,OSCAR 3,Payload,15.0,0.2586666666666667,0.286943,Box + 4 Ant,1
812,1964-031A,DSAP-1 F8 (P-35 8 - OPS 4467A),Payload,50.0,0.37699111843077515,0.34641,Cyl,1
694,1963-047A,CENTAUR C (Atlas LV3C),Rocket Body,4443.0,24.68820586823539,2.803302,Cyl + 2 Nozzle,1
1271,1965-016A,Greb 6,Payload,48.0,0.1963,0.249968,Sphere,1
815,1964-031C,Agena B (Thor-Agena D),Rocket Body,600.0,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
574,1963-014A,Midas 6,Payload,1540.0,3.2397674240144743,1.015505,Cyl + Cone,1
703,1963-049A,Able-Star (Thor-Ablestar),Rocket Body,600.0,6.047565858160351,1.387444,Cyl,1
730,1964-001D,Solrad 7A,Payload,44.6,0.2827,0.299977,Sphere,1
899,1964-064A,Explorer 22,Payload,51.54,1.1651933773578453,0.60901,Oct Cyl + 4 Pan + 2 Rod,1
727,1964-001A,Agena B (Thor-Agena D),Rocket Body,693.76,9.22450142910303,1.713549,Cyl + 1 Nozzle,1
959,1964-083C,SN 43 (Transit VE-5),Payload,77.3,1.9141367701102325,0.780569,Oct Cyl + 4 Pan + 1 Rod,1
116,1961-015A,Transit 4A,Payload,78.3,1.142872137467797,0.603148,Cyl,1
192,1961-028A,Midas 4,Payload,2383.94,11.47466716723672,1.911151,Cyl,1
426,1962-049B,Agena B (Thor-Agena B),Rocket Body,693.76,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
447,1962-060B,Able-Star (Thor-Ablestar),Rocket Body,445.99,6.047565858160351,1.387444,Cyl,1
978,1965-004A,Tiros IX,Payload,136.77,0.9202117581446203,0.541214,Cyl,1
671,1963-038C,SN 39,Payload,60.46,0.8535917007880031,0.521255,Oct Cyl + 4 Pan,1
573,1963-013A,Telstar 2,Payload,78.69,0.6772,0.464284,Sphere + 1 Ant,1
801,1964-026A,Transit 5C (OPS 4412),Payload,60.53,7.568330203334829,1.552119,Oct Cyl + 4 Pan + 1 Rod,1
1291,1965-016D,Solrad 7B,Payload,47.0,0.248,0.280964,Sphere + 1 Ant,1
50,1960-009B,ALTAIR 1 (Delta),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
1244,1965-016B,GGSE 2,Payload,55.0,0.3797,0.347653,Sphere + 1 Ant,1
1358,1965-032B,Altair 2 (Scout X-4),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
1361,1965-034C,LCS 1,Payload,33.7,1.0029,0.565007,Sphere,1
1512,1965-065E,Tempsat 1,Payload,8.92,0.1018,0.180011,Sphere,1
1520,1965-065H,Calsphere 4,Payload,4.0,0.1257,0.200029,Sphere,1
1982,1966-008A,ESSA 1,Payload,136.77,0.9202117581446203,0.541214,Cyl,1
2610,1966-111A,OV1 9,Payload,106.0,0.9456586586386975,0.548646,Domed Cyl,1
1587,1965-073D,Cosmos-89,Payload,49.55,0.7313274122871836,0.482482,Poly,1
1510,1965-065C,Dodecapole 2,Payload,3.96,0.0707,0.150015,Sphere + 12 Rod,1
1573,1965-070D,Cosmos-83,Payload,49.55,0.7313274122871836,0.482482,Poly,1
2481,1966-089A,OPS 1920,Payload,2000.0,4.417864669110647,1.185854,Cone + Cyl + 2 Pan,1
2125,1966-026A,DMSP 4A-F6 (OPS 0340),Payload,72.0,0.37699111843077515,0.34641,Cyl,1
2621,1966-111C,Boost motor (OV1 10),Payload Mission Related Object,465.0,1.346957850226624,0.65479,Cyl,1
2657,1967-006A,ESSA 4,Payload,132.0,0.9935286766977722,0.562361,Cyl,1
1502,1965-063B,Altair 3 (Scout B-1),Rocket Body,47.0,0.6872233929727672,0.467707,Cyl,1
2401,1966-076A,"Transit 14 (NNS 30100, OPS 2366)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
1430,1965-051A,Tiros X,Payload,125.87,0.9202117581446203,0.541214,Cyl,1
2529,1965-034D,LES 2 operational debris (AKM),Payload Mission Related Object,127.0,0.4643140576067363,0.384442,Sphere + Cone,1
1841,1965-105A,Pioneer 6,Payload,63.03,1.2423730120872976,0.628856,Cyl + 3 Ant,1
2144,1966-031B,Agena D (Atlas SLV3),Rocket Body,600.0,8.305585577928015,1.625961,Cyl,1
2680,1967-014A,Diademe 2,Payload,23.0,0.45538125343109254,0.380726,Cyl + 4 Pan,1
2096,1966-016B,FW-4D (Delta E),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
2121,1966-025A,OV1-4,Payload,86.82,0.9456586586386975,0.548646,Domed Cyl,1
1584,1965-073A,Cosmos-86,Payload,49.55,0.7313274122871836,0.482482,Poly,1
1865,1965-109B,Altair 2 (Scout A-1),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
1805,1965-096B,RUBIS (Diamant A),Rocket Body,67.39,1.346957850226624,0.65479,Cyl,1
2674,1967-011A,Diademe 1,Payload,23.0,0.45538125343109254,0.380726,Cyl + 4 Pan,1
1515,1965-065G,Navspasur Rod 1,Payload,3.0,0.1257,0.200029,Sphere,1
1433,1965-051B,Altair 1 (Delta C),Rocket Body,60.0,0.6872233929727672,0.467707,Cyl,1
1572,1965-070C,Cosmos-82,Payload,49.55,0.7313274122871836,0.482482,Poly,1
1864,1965-109A,"Transit 10 (NNS 30060, OPS 1509)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
1514,1965-065F,"Transit 5B-7 (NNS 30050, OPS 8464)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
1952,1966-005A,"Transit 11 (NNS 30070, OPS 1593)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
1589,1965-073F,Cosmos 3 second stage (S3) (Cosmos 1 (65S3)),Rocket Body,1434.0,14.646104951035616,2.159167,Cyl,1
2413,1966-076B,Altair 2 (Scout A-1),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
1806,1965-098B,Explorer 31,Payload,99.11,0.6996763533348488,0.471926,Oct Cyl,1
1588,1965-073E,Cosmos-90,Payload,49.55,0.7313274122871836,0.482482,Poly,1
2389,1966-070A,OV3 3,Payload,77.0,0.5482709251084921,0.417756,Oct Cyl + 2 Rod,1
1585,1965-073B,Cosmos-87,Payload,49.55,0.7313274122871836,0.482482,Poly,1
1428,1965-048B,Able-Star (Thor-Ablestar),Rocket Body,600.0,6.047565858160351,1.387444,Cyl,1
2520,1966-089B,Secor 8 (EGRS 8),Payload,18.0,0.09545000000000001,0.174306,Box,1
2328,1966-063C,ATLASD (Atlas D),Rocket Body,125.0,8.765043503515523,1.670329,Cyl,1
1575,1965-070F,Cosmos 3 second stage (S3) (Cosmos 1 (65S3)),Rocket Body,1434.0,14.646104951035616,2.159167,Cyl,1
2016,1966-013A,Diapason 1A,Payload,18.83,0.45538125343109254,0.380726,Cyl + 4 Pan + 4 Rod,1
2017,1966-013B,RUBIS (Diamant A),Rocket Body,67.39,1.346957850226624,0.65479,Cyl,1
2180,1966-041B,Altair 2 (Scout A-1),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
1577,1965-065J,Surcal 4 (satno reassigned in 1998 from 1521),Payload,5.0,0.06000000000000001,0.138198,Box,1
2120,1966-024B,Altair 2 (Scout A-1),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
1815,1965-101B,Altair 2 (Scout X-4),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
1863,1965-108A,Titan Transtage (OV2 3) (Titan IIIC),Rocket Body,1486.62,14.973615985172351,2.183174,Cyl + 2 Nozzle,1
2403,1966-077A,OPS 0856 (RTS-1 2),Payload,2000.0,4.417864669110647,1.185854,Cone + Cyl + 2 Pan,1
1420,1965-048A,"Transit 5B-6 (NNS 30040, OPS 8480)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
1738,1965-093A,Explorer 30,Payload,56.49,0.2922,0.304976,Sphere,1
2741,1967-010B,Star 37B (Thor-Burner II),Rocket Body,136.0,2.2698006922186256,0.85,Sphere + Cone + 1 Truss,1
2124,1966-025D,Boost motor (OV1 4),Payload Mission Related Object,125.0,1.346957850226624,0.65479,Cyl,1
2671,1967-011B,RUBIS (Diamant A),Rocket Body,65.0,1.346957850226624,0.65479,Cyl,1
1583,1965-072D,Altair 3 (Thor-Altair),Rocket Body,23.79,0.6872233929727672,0.467707,Cyl,1
2661,1967-006B,FW-4D (Delta E),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
1729,1965-089B,FW-4D (Delta E),Rocket Body,60.0,0.6872233929727672,0.467707,Cyl,1
1613,1965-078A,OV1 2,Payload,87.22,0.9456586586386975,0.548646,Domed Cyl,1
2411,1966-077B,Secor 7 (EGRS 7),Payload,18.0,0.09545000000000001,0.174306,Box,1
2176,1966-041A,"Transit 13 (NNS 30090, OPS 0082)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
1570,1965-070A,Cosmos-80,Payload,49.55,0.7313274122871836,0.482482,Poly,1
2622,1966-111D,Boost motor (OV1 9),Payload Mission Related Object,356.0,1.346957850226624,0.65479,Cyl,1
2173,1966-040A,Nimbus 2,Payload,414.0,2.9467,0.968485,Cone + 2 Pan,1
2201,1966-052A,OV3 4,Payload,79.0,0.6127207318151231,0.441628,Oct Cyl,1
1814,1965-101A,FR 1,Payload,62.0,1.3034225569025717,0.644121,Poly + 4 Ant,1
1807,1965-098C,Agena B (Thor-Agena B),Rocket Body,600.0,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
2418,1966-082A,DMSP 4A-F7 (OPS 6026),Payload,79.0,0.6548796142285959,0.456568,Oct Cyl,1
2123,1966-025C,Boost motor (OV1 5),Payload Mission Related Object,125.0,1.346957850226624,0.65479,Cyl,1
2643,1967-001D,FW-4D (Delta E),Rocket Body,34.0,0.6872233929727672,0.467707,Cyl,1
2435,1966-087A,ESSA 3,Payload,148.0,0.9935286766977722,0.562361,Cyl,1
2754,1967-034A,"Transit 15 (NNS 30120, OPS 0100)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
2669,1967-010A,DMSP 4A-F8 (OPS 6073),Payload,79.0,0.6548796142285959,0.456568,Oct Cyl,1
1574,1965-070E,Cosmos-84,Payload,49.55,0.7313274122871836,0.482482,Poly,1
1778,1965-096A,Asterix (A 1),Payload,39.64,0.33729752750667563,0.327666,Poly,1
1983,1966-008B,Altair 1 (Delta C),Rocket Body,60.0,0.6872233929727672,0.467707,Cyl,1
1641,1965-082C,"OV2 1, LCS 2",Payload,170.0,0.4241150082346221,0.367423,Cyl,1
2755,1967-034B,Altair 2 (Scout A-1),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
1580,1965-072A,DMSP 4A-F4 (OPS 8068),Payload,72.0,0.37699111843077515,0.34641,Cyl,1
2412,1966-077C,ERS 15,Payload,5.0,0.04475681021293814,0.119359,Oct Cyl,1
1953,1966-005B,Altair 2 (Scout A-1),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
2422,1966-082B,Star 37B (Thor-Burner II),Rocket Body,136.0,2.2698006922186256,0.85,Sphere + Cone + 1 Truss,1
2122,1966-025B,OV1-5 (BORE),Payload,113.28,0.9456586586386975,0.548646,Domed Cyl,1
2682,1967-014B,RUBIS (Diamant A),Rocket Body,65.0,1.346957850226624,0.65479,Cyl,1
1726,1965-089A,Explorer 29,Payload,173.44,1.5194011438981512,0.695443,Oct Cyl + 1 Dome + 1 Rod,1
1508,1965-065B,Able-Star (Thor-Ablestar),Rocket Body,600.0,6.047565858160351,1.387444,Cyl,1
1586,1965-073C,Cosmos-88,Payload,49.55,0.7313274122871836,0.482482,Poly,1
1571,1965-070B,Cosmos-81,Payload,49.55,0.7313274122871836,0.482482,Poly,1
2206,1966-052B,Altair 3 (Scout B-1),Rocket Body,47.0,0.6872233929727672,0.467707,Cyl,1
2091,1966-016A,ESSA 2,Payload,130.82,0.9202117581446203,0.541214,Cyl,1
2255,1966-056B,Agena B (Thor-Agena D),Rocket Body,600.0,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
1804,1965-098A,Alouette 2,Payload,143.71,0.7322825018271997,0.482797,Ell + 1 Rod,1
2174,1966-040B,Agena B (Thor-Agena B),Rocket Body,600.0,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
2150,1966-034A,OV3 1,Payload,68.38,0.6127207318151231,0.441628,Oct Cyl,1
1730,1965-091A,Venera 2,Payload,963.0,3.371865627493991,1.036001,Step Cyl + 2 Pan + 1 Dish,1
1616,1965-078B,ATLASD (Atlas D),Rocket Body,69.38,8.765043503515523,1.670329,Cyl,1
1739,1965-093B,Altair 2 (Scout X-4),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
2119,1966-024A,"Transit 12 (NNS 30080, OPS 1117)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
2436,1966-087B,FW-4D (Delta E),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
2142,1966-031A,OAO 1,Payload,1769.0,9.479733761264603,1.737093,Oct Cyl + 2 Pan,1
1506,1965-063A,Secor 5 (EGRS 5),Payload,18.0,0.2043,0.255011,Sphere,1
2826,1967-053A,OPS 5712 payload 160 (Calsphere IV),Payload,5.0,0.2043,0.255011,Sphere,1
2872,1967-053F,Surcal 159 (Calsphere III),Payload,3.0,0.1257,0.200029,Sphere,1
2874,1967-053H,OPS 5712 payload 153 (NRL PL153),Payload,77.0,1.3989837709914554,0.667316,Ell + 1 Ant,1
3510,1968-092A,DMSP 5A-F2,Payload,416.25,0.9848,0.559885,Cone,1
2877,1967-065C,Star 13A (Thor-Burner II),Rocket Body,58.0,0.3848,0.349979,Sphere + 1 Nozzle,1
2847,1967-053E,Timation 1,Payload,39.0,0.285,0.301195,Box,1
2802,1967-045B,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),Rocket Body,1434.0,10.17876019763093,1.8,Cyl,1
3177,1968-026C,Boost motor (OV1 14),Payload Mission Related Object,125.0,1.3628228931272521,0.658635,Cyl,1
3669,1969-009A,ISIS 1,Payload,238.85,1.6507376678177212,0.724877,Poly,1
3081,1967-127A,Cosmos-198,Payload,3800.0,6.585563600087603,1.447843,Cyl + Cone,1
3530,1968-097A,Cosmos-252,Payload,1400.0,7.853981633974483,1.581139,Cyl,1
3174,1968-026B,OV1 14,Payload,100.1,0.9456586586386975,0.548646,Domed Cyl,1
3307,1968-055A,Explorer 38 (RAE 1),Payload,189.0,0.8835729338221294,0.53033,Cyl + 4 Rod,1
2811,1967-048B,Altair 2 (Scout A-1),Rocket Body,33.0,0.6872233929727672,0.467707,Cyl,1
3764,1969-016A,ESSA 9,Payload,143.71,0.9202117581446203,0.541214,Cyl,1
2965,1967-092A,"Transit 17 (NNS 30140, OPS 4947)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
4139,1969-091B,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),Rocket Body,1434.0,10.17876019763093,1.8,Cyl,1
3173,1968-026A,OV1 13,Payload,106.05,0.9456586586386975,0.548646,Domed Cyl,1
2884,1967-070A,Explorer 35,Payload,67.0,1.8545862307129335,0.768331,Oct Cyl + 4 Pan + 2 Rod,1
3522,1968-092B,Star 37B (Thor-Burner II),Rocket Body,154.0,2.181339198077123,0.833272,Sphere + Cone + 1 Truss,1
2828,1967-053C,GGSE 4,Payload,85.0,1.2466394629753217,0.629935,Ell + 2 Ant,1
4321,1970-008B,OSCAR 5,Payload,17.84,0.06942424568915764,0.148655,Hex Poly,1
3341,1968-066C,Altair 3 (Scout B-1),Rocket Body,47.0,0.6872233929727672,0.467707,Cyl,1
3616,1968-114B,Delta E (Delta N),Rocket Body,778.0,6.487388829662923,1.437011,Cyl,1
4331,1970-012A,DMSP 5A-F4,Payload,416.25,0.9848,0.559885,Cone,1
2834,1967-053D,GGSE 5,Payload,105.0,1.2466394629753217,0.629935,Ell + 2 Ant,1
4320,1970-008A,ITOS 1,Payload,306.24,2.6923041188881656,0.925736,Hex Poly + 3 Pan,1
2920,1967-080A,DMSP 4A-F9 (OPS 7202),Payload,79.0,0.6548796142285959,0.456568,Oct Cyl,1
3131,1968-011B,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),Rocket Body,1434.0,10.17876019763093,1.8,Cyl,1
4159,1969-082AB,Agena D (Thorad-Agena D),Rocket Body,600.0,8.305585577928015,1.625961,Cyl,1
3266,1968-042A,DMSP 5A-F1 (OPS 7869),Payload,416.25,0.6548796142285959,0.456568,Oct Cyl,1
3271,1968-042B,Star 37B (Thor-Burner II),Rocket Body,154.0,2.181339198077123,0.833272,Sphere + Cone + 1 Truss,1
2876,1967-065B,Aurora 1,Payload,21.0,0.36,0.338514,Box,1
3315,1968-055B,Star 37D (Delta J),Rocket Body,70.0,0.7336036067910103,0.483232,Sphere + Cone,1
3229,1968-040A,Cosmos-220,Payload,800.0,9.97848366596458,1.782204,Cyl + 1 Rod,1
3598,1968-110B,CENTAUR D/E (Atlas SLV3C),Rocket Body,1700.0,25.929920364566755,2.872934,Cyl,1
3890,1969-037A,Nimbus 3,Payload,569.87,2.9467,0.968485,Cone + 2 Pan,1
4254,1969-103A,Cosmos-312,Payload,644.2,2.0106,0.799996,Sphere + 2 Pan,1
3129,1968-011A,Cosmos-203,Payload,800.0,6.283185307179586,1.414214,Cyl + 1 Rod,1
2757,1967-036A,ESSA 5,Payload,147.0,0.9935286766977722,0.562361,Cyl,1
3133,1968-012A,"Transit 18 (NNS 30180, OPS 7034)",Payload,50.8,7.565123393662831,1.55179,Oct Cyl + 4 Pan + 1 Rod,1
4132,1969-082K,SOICAL cone,Payload,3.37,0.1928,0.24773,Cone,1
2825,1967-053B,Agena B (Thor-Agena D),Rocket Body,600.0,8.305585577928015,1.625961,Cyl + 1 Nozzle,1
4237,1969-082E,OPS 7613 payload 4,Payload,,0.503665129,0.400402,,1
4295,1969-082G,OPS 7613 payload 6,Payload,,0.503665129,0.400402,,1
3047,1967-116A,Cosmos-192,Payload,800.0,9.97848366596458,1.782204,Cyl + 1 Rod,1
3767,1969-016B,FW-4D (Delta E),Rocket Body,40.0,0.6872233929727672,0.467707,Cyl,1
4047,1969-062A,DMSP 5A-F3,Payload,416.25,0.9848,0.559885,Cone,1
4048,1969-062B,Star 37B (Thor-Burner II),Rocket Body,154.0,2.181339198077123,0.833272,Sphere + Cone + 1 Truss,1
3673,1969-010B,OPS 2644,Payload,59.46,0.4099622175149384,0.361241,Oct Cyl,1
4138,1969-091A,Cosmos-304,Payload,743.31,1.9635,0.79057,Cyl + 1 Ant,1
3346,1968-069B,Delta E (Delta N),Rocket Body,778.0,6.487388829662923,1.437011,Cyl,1
3230,1968-040B,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),Rocket Body,1434.0,10.17876019763093,1.8,Cyl,1
4332,1970-012B,Star 37B (Thor-Burner II),Rocket Body,154.0,2.181339198077123,0.833272,Sphere + Cone + 1 Truss,1
3048,1967-116B,Cosmos 3 second stage (S3) (Cosmos 3M (11K65M)),Rocket Body,1434.0,10.17876019763093,1.8,Cyl,1
3597,1968-110A,OAO 2,Payload,1994.05,9.11549376348556,1.703394,Oct Cyl + 2 Pan,1
2971,1967-094C,FW-4D (Delta E),Rocket Body,40.0,0.6872233929727672,0.467707,Cyl,1
